time, type, dataflowid, value, cost, f, maxOutDataRate, currentOutDataRate, omega,,
21600, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,57,0.041374988,152,27.94444444,0.184303351,0.183845029,0.4
21780, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,150.6666667,25.66666667,0.171130952,0.170353982,0.320833333
21960, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,150.6666667,29.83333333,0.19819224,0.19800885,0.320833333
22140, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,152,27.88888889,0.184082892,0.183479532,0.320833333
22320, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,149.3333333,30.55555556,0.205687831,0.204613095,0.320833333
22500, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,152,33.27777778,0.220017637,0.218932749,0.320833333
22680, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,145.3333333,34.61111111,0.238536155,0.238149847,0.320833333
22860, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,153.3333333,43.5,0.284556878,0.283695652,0.320833333
23040, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,150.6666667,45.22222222,0.301421958,0.300147493,0.320833333
23220, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,152,45.44444444,0.30026455,0.298976608,0.320833333
23400, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,150.6666667,48.88888889,0.325727513,0.324483776,0.320833333
23580, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,145.3333333,42.16666667,0.29039903,0.290137615,0.320833333
23760, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,149.3333333,45.16666667,0.303736772,0.302455357,0.320833333
23940, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,150.6666667,42.38888889,0.283123898,0.281342183,0.320833333
24120, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,150.6666667,37.27777778,0.248346561,0.247418879,0.320833333
24300, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,150.6666667,35.94444444,0.239969136,0.238569322,0.320833333
24480, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,152,31.83333333,0.209711199,0.209429825,0.320833333
24660, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,153.3333333,29.33333333,0.191798942,0.191304348,0.320833333
24840, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,145.3333333,31.88888889,0.219521605,0.21941896,0.320833333
25020, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,150.6666667,33.11111111,0.220734127,0.219764012,0.320833333
25200, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,66.5,-0.097562514,146.6666667,29,0.198082011,0.197727273,0.320833333
25380, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,154.6666667,30.72222222,0.199955908,0.198635057,0.241666667
25560, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,148,35,0.236882716,0.236486486,0.241666667
25740, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,149.3333333,36.83333333,0.247299383,0.246651786,0.241666667
25920, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,149.3333333,38.05555556,0.255456349,0.25483631,0.241666667
26100, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,148,42.66666667,0.289296737,0.288288288,0.241666667
26280, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,154.6666667,45.55555556,0.296241182,0.29454023,0.241666667
26460, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,146.6666667,45.44444444,0.310405644,0.309848485,0.241666667
26640, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,156,46.66666667,0.30037478,0.299145299,0.241666667
26820, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,145.3333333,50.55555556,0.348048942,0.347859327,0.241666667
27000, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,153.3333333,49.16666667,0.321593915,0.320652174,0.241666667
27180, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,145.3333333,45.44444444,0.312885802,0.312691131,0.241666667
27360, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,150.6666667,39.05555556,0.259755291,0.259218289,0.241666667
27540, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,149.3333333,34.44444444,0.231150794,0.230654762,0.241666667
27720, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,146.6666667,35.66666667,0.245899471,0.243181818,0.241666667
27900, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,148,36.11111111,0.244157848,0.243993994,0.241666667
28080, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,141.3333333,34.11111111,0.242526455,0.241352201,0.241666667
